"cd_municipio","dt_versao_orc","cd_orgao","cd_unid_orc","dt_emissao_ne","nu_nota_empenho","dt_liquid_liq","tp_nf","nu_nf","nu_item_seq_in","de_item_in1","de_item_in2","de_unid_compra_in","nu_quant_comprada_in","vl_unit_item_in","vl_total_item_in","cd_ncm_in"
"002",200800,"01","01  ",2008-04-02 00:00:00,"0402001",2008-04-18 00:00:00,V,"6731","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-04-02 00:00:00,"0402002",2008-04-23 00:00:00,V,"6733","001 ",SERVICOS A SEREM PRESTADOS NA ELABORA E ALIMENTACAO DO SISTEN - SISTEMAS DE   INFORMACOES DO TESOURO NACIONAL DO LEGISLATIVO MUNICIPAL., ,UM,1.0000,1260.000000,1260.0000,
"002",200800,"01","01  ",2008-04-03 00:00:00,"0403001",2008-04-18 00:00:00,V,"6726","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-05-02 00:00:00,"0502001",2008-05-20 00:00:00,V,"6739","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-05-02 00:00:00,"0502002",2008-05-20 00:00:00,V,"6738","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-05-14 00:00:00,"0514001",2008-06-20 00:00:00,V,"127","001 ",SERVICOS A SEREM PRESTADOS EM ASSUNTOS PREVIDENCIARIO CONF.CONTATO E          LICISTACAO., ,UM,1.0000,2000.000000,2000.0000,
"002",200800,"01","01  ",2008-05-14 00:00:00,"0514001",2008-09-19 00:00:00,S,"140","001 ",SERVICOS A SEREM PRESTADOS EM ASSUNTOS PREVIDENCIARIO CONF.CONTATO E          LICISTACAO., ,UM,1.0000,2000.000000,2000.0000,
"002",200800,"01","01  ",2008-05-14 00:00:00,"0514001",2008-10-20 00:00:00,S,"141","001 ",SERVICOS A SEREM PRESTADOS EM ASSUNTOS PREVIDENCIARIO CONF.CONTATO E          LICISTACAO., ,UM,1.0000,2000.000000,2000.0000,
"002",200800,"01","01  ",2008-05-14 00:00:00,"0514001",2008-11-25 00:00:00,V,"149","001 ",SERVICOS A SEREM PRESTADOS EM ASSUNTOS PREVIDENCIARIO CONF.CONTATO E          LICISTACAO., ,UM,1.0000,2000.000000,2000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602001",2008-06-20 00:00:00,V,"6745","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-07-18 00:00:00,V,"7011","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-08-20 00:00:00,V,"6750","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-09-19 00:00:00,V,"7061","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-10-20 00:00:00,V,"7068","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-11-20 00:00:00,V,"7451","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602002",2008-12-19 00:00:00,V,"7459","001 ","SERVICOS DE ASSESSORIA, CONSULTORIA E PROCESSAMENTO CONTABIL, CONF. LICITACAO E CONTRATO. NA COMPLEMENTCAO DA NE.0114001", ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-07-18 00:00:00,V,"7015","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-08-20 00:00:00,V,"7055","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-09-19 00:00:00,V,"7066","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-10-20 00:00:00,V,"7073","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-11-20 00:00:00,V,"7456","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602003",2008-12-19 00:00:00,V,"7462","001 ",ASSESSORIA JURIDICA AO LEGISLATIVO MUNICIPAL.NA COMPLEMENTACAO DA NE.0114002, ,UM,1.0000,2700.000000,2700.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-07-18 00:00:00,V,"7010","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-08-20 00:00:00,V,"6749","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-09-19 00:00:00,V,"7060","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-10-20 00:00:00,V,"7067","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-11-20 00:00:00,V,"7075","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602004",2008-12-19 00:00:00,V,"7458","001 ",LOCACAO DE VEICULO CONF. CONTRATO E LICITACAO. NA COMPLEMENTACAO DA NE.0114003, ,UM,1.0000,3000.000000,3000.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-07-18 00:00:00,V,"7012","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-08-20 00:00:00,V,"7051","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-09-19 00:00:00,V,"7062","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-10-20 00:00:00,V,"7069","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-11-20 00:00:00,V,"7452","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602005",2008-12-19 00:00:00,V,"7460","001 ",SERVICOS DE ASSESSORIA DE IMPRESSA CONF. LICITACAO E CONTRATO NA              COMPLEMENTACAO DA NE.0114005, ,UM,1.0000,1300.000000,1300.0000,
"002",200800,"01","01  ",2008-06-02 00:00:00,"0602006",2008-06-20 00:00:00,V,"6747","001 ","SERVICOS A SEREM PRESTADO NA ELABORACAO DE DCTF, REFERENTE AO 1 & 2 SEMESTRE  2006, 1 & 2 SEMESTRE 2007.", ,UM,1.0000,1100.000000,1100.0000,
"002",200800,"01","01  ",2008-06-10 00:00:00,"0610001",2008-06-20 00:00:00,M,"3072","001 ",AQUISICAO DE MATERIAL DE EXPEDIENTE, ,UM,1.0000,109.000000,109.0000,
"002",200800,"01","01  ",2008-07-02 00:00:00,"0702001",2008-07-18 00:00:00,V,"7014","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-07-07 00:00:00,"0707001",2008-07-30 00:00:00,V,"7017","001 ",SERVICO A SEREM PRESTADO DE ASSESSEORIA TECNICA DE AUDITORIA CONTABIL         DESTINADA A ESTA CASA LEGISLATIVA, ,UM,1.0000,844.100000,844.1000,
"002",200800,"01","01  ",2008-08-04 00:00:00,"0804001",2008-08-20 00:00:00,V,"7054","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-08-04 00:00:00,"0804002",2008-08-20 00:00:00,V,"7053","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-08-04 00:00:00,"0804003",2008-08-25 00:00:00,V,"7058","001 ",SERVICOS A SEREM PRESTADOS NA DIGITALIZACAO PARA ARQUIVO DIGITAL DE           DOCUMENTOS CONTABEIS E ADMINISTRATIVOS DESTA CAMARA MUNICIPAL., ,UM,1.0000,1733.220000,1733.2200,
"002",200800,"01","01  ",2008-08-04 00:00:00,"0804004",2008-08-29 00:00:00,V,"7059","001 ",SERVICOS A SEREM PRESTADO NA ELABORACAO DA PROPOSTA ORCAMENTARIA DO           LEGISLATIVO MUNICIPAL PARA O EXERCICIO 2009, ,UM,1.0000,1625.000000,1625.0000,
"002",200800,"01","01  ",2008-09-02 00:00:00,"0902001",2008-09-19 00:00:00,V,"7064","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-09-02 00:00:00,"0902002",2008-09-19 00:00:00,V,"7065","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-10-02 00:00:00,"1002001",2008-10-20 00:00:00,V,"7072","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-10-02 00:00:00,"1002002",2008-10-20 00:00:00,V,"7071","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-10-06 00:00:00,"1006001",2008-10-28 00:00:00,V,"7074","001 ","SERVICOS A SEREM PRESTADO DE DETETIZACAO, LIMPEZA E REMOCAO DE CUPINS NA      ESTRUTURA FISICA(FORRO,TETO E PAREDES) DO LEGISLATIVO MUNICIPAL .", ,UM,1.0000,1763.300000,1763.3000,
"002",200800,"01","01  ",2008-11-03 00:00:00,"1103001",2008-11-20 00:00:00,V,"7454","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-11-03 00:00:00,"1103002",2008-11-20 00:00:00,V,"7455","001 ",SERVICOS A SEREM PRESTADOS NO FORNECIMENTO DE LANCHES EM SESSOES ORDINARIAS E EXTRAORDINAS DO LEGISLATIVO MUNICIPAL, ,UM,1.0000,400.000000,400.0000,
"002",200800,"01","01  ",2008-11-03 00:00:00,"1103003",2008-11-20 00:00:00,V,"7076","001 ",SERVICOS A SEREM PRESTADO NA ORGANIZACAO DO ARQUIVO MORTO DESTE LEGISLATIVO   MUNICIPAL., ,UM,1.0000,1030.000000,1030.0000,
"002",200800,"01","01  ",2008-11-10 00:00:00,"1110001",2008-11-20 00:00:00,M,"3224","001 ",AQUISICAO DE MATERIAL DE EXPEDIENTE, ,UM,1.0000,115.200000,115.2000,
"002",200800,"01","01  ",2008-12-02 00:00:00,"1202001",2008-12-19 00:00:00,V,"7463","001 ",SERVICOS A SEREM PRESTADO NA MANUTENCAODOS EQUIPAMENTOS DE INFORMATICA DO     LEGISLATIVO MUNICIPAL., ,UM,1.0000,500.000000,500.0000,
"002",200800,"01","01  ",2008-12-18 00:00:00,"1218001",2008-12-18 00:00:00,V,"46960120","001 ",FORNECIMENTO DE AGUA AO PODER LEGISLATIVO DESTE MUNICIPIO., ,UM,1.0000,25.760000,25.7600,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-01-20 00:00:00,S,"3586","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA", ,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-02-20 00:00:00,S,"3637","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA", ,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-03-20 00:00:00,V,"3702","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA", ,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-04-20 00:00:00,S,"3757","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-05-20 00:00:00,S,"3811","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-06-19 00:00:00,S,"3873","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-07-20 00:00:00,S,"3935","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-08-20 00:00:00,S,"004013","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-09-18 00:00:00,S,"4068","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-10-20 00:00:00,S,"4140","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-11-20 00:00:00,S,"4200","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010007",2009-12-18 00:00:00,S,"004264","001 ","VALOR EMPENHADO PARA ATENDER DESPESAS COM ALUGUEL DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE, FOLHA DE PAGAMENTO E PATRIMONIO DESTINADO A ESTA CASA LEGISLATIVA",,UM,1.0000,450.000000,450.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010009",2009-01-21 00:00:00,M,"4666","001 ",Cartucho impresora jato de tinta preto, ,UNIDADE,1.0000,25.000000,25.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-01-20 00:00:00,S,"7468","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL, ,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-02-20 00:00:00,V,"7829","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL, ,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-03-20 00:00:00,V,"7838","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL, ,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-04-20 00:00:00,V,"8101","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-05-20 00:00:00,V,"8109","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-06-19 00:00:00,V,"8120","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-07-20 00:00:00,V,"8513","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-08-20 00:00:00,V,"8530","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-09-18 00:00:00,V,"8539","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-10-20 00:00:00,V,"8548","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010010",2009-11-20 00:00:00,V,"8758","001 ",VALOR EMPENHADO PARA ETENDER DESPESAS COM SERVIÇOS DE MOTOTAXISTA A SER DESTINADO A ESTA PODER LEGISLATIVO MUNICIPAL,,UM,1.0000,600.000000,600.0000,
"002",200900,"01","01  ",2009-01-02 00:00:00,"02010011",2009-01-20 00:00:00,S,"7469","001 ",VALOR EMPENHADO PARA ATENDER DESPESAS COM SERVIÇOS DE MANUTENÇÃO DE DOS  EQUIPAMANTOS DE INFORMÁTICA DESTA CASA LEGISLATIVA, ,UM,1.0000,500.000000,500.0000,
"002",200900,"01","01  ",2009-01-05 00:00:00,"05010001",2009-01-21 00:00:00,M,"313","001 ",VALOR EMPENHADO PARA ADENTER DESPESAS COM MATERIAL DE LIMPEZA, ,UM,1.0000,986.500000,986.5000,
"002",200900,"01","01  ",2009-01-12 00:00:00,"12010001",2009-01-20 00:00:00,S,"7465","001 ",VALOR EMPENHADO PARA ATENDER DESPESAS COM CONTRATAÇÃO DE PESSOA FISICA PARA EXECUTAR OS SERVIÇOS DE ASSESSORIA CONTABIL  DESTINADO AO LEGISLATIVO MUNICIPAL, ,UM,1.0000,3600.000000,3600.0000,
